t,x1,x2,v1,v2,a1,a2
3.51,-2.49,-11.7,-1.5,3.71,2.36,-4.6
3.51,-2.5,-11.7,-1.49,3.68,1.94,-5.09
3.52,-2.5,-11.7,-1.48,3.66,1.54,-5.55
3.52,-2.51,-11.7,-1.48,3.63,1.17,-5.98
3.53,-2.52,-11.6,-1.47,3.6,0.823,-6.37
3.53,-2.52,-11.6,-1.47,3.57,0.51,-6.73
3.53,-2.53,-11.6,-1.47,3.54,0.236,-7.04
3.54,-2.54,-11.6,-1.47,3.51,-0.0112,-7.31
3.54,-2.54,-11.6,-1.47,3.48,-0.233,-7.56
3.55,-2.55,-11.6,-1.47,3.44,-0.431,-7.78
3.55,-2.56,-11.6,-1.47,3.41,-0.608,-7.97
3.56,-2.56,-11.5,-1.47,3.37,-0.763,-8.14
3.56,-2.57,-11.5,-1.48,3.33,-0.895,-8.28
3.57,-2.58,-11.5,-1.48,3.29,-1.01,-8.39
3.57,-2.58,-11.5,-1.49,3.25,-1.11,-8.49
3.58,-2.59,-11.5,-1.49,3.21,-1.19,-8.57
3.58,-2.6,-11.5,-1.5,3.17,-1.25,-8.62
3.59,-2.6,-11.4,-1.5,3.13,-1.3,-8.66
3.59,-2.61,-11.4,-1.51,3.08,-1.33,-8.68
3.6,-2.62,-11.4,-1.52,3.04,-1.35,-8.68
3.6,-2.63,-11.4,-1.53,2.99,-1.36,-8.67
3.61,-2.64,-11.4,-1.53,2.94,-1.35,-8.65
3.61,-2.65,-11.4,-1.54,2.89,-1.33,-8.61
3.62,-2.66,-11.3,-1.55,2.84,-1.3,-8.56
3.63,-2.67,-11.3,-1.56,2.79,-1.26,-8.5
3.63,-2.67,-11.3,-1.56,2.74,-1.22,-8.44
3.64,-2.69,-11.3,-1.57,2.67,-1.15,-8.35
3.65,-2.7,-11.3,-1.58,2.61,-1.08,-8.26
3.65,-2.71,-11.3,-1.59,2.55,-1.01,-8.17
3.66,-2.72,-11.2,-1.6,2.49,-0.929,-8.08
3.67,-2.74,-11.2,-1.61,2.4,-0.808,-7.94
3.68,-2.76,-11.2,-1.61,2.31,-0.685,-7.81
3.69,-2.78,-11.2,-1.62,2.23,-0.565,-7.68
3.71,-2.79,-11.1,-1.63,2.14,-0.448,-7.57
3.72,-2.81,-11.1,-1.63,2.06,-0.346,-7.48
3.73,-2.83,-11.1,-1.63,1.99,-0.25,-7.4
3.74,-2.84,-11.1,-1.64,1.91,-0.158,-7.33
3.75,-2.86,-11,-1.64,1.84,-0.0727,-7.28
3.76,-2.88,-11,-1.64,1.76,0.00776,-7.23
3.77,-2.89,-11,-1.64,1.69,0.082,-7.19
3.78,-2.91,-11,-1.64,1.61,0.15,-7.16
3.79,-2.93,-11,-1.63,1.54,0.212,-7.14
3.8,-2.95,-11,-1.63,1.46,0.272,-7.12
3.81,-2.97,-10.9,-1.63,1.38,0.324,-7.12
3.82,-2.98,-10.9,-1.62,1.3,0.368,-7.12
3.83,-3,-10.9,-1.62,1.22,0.405,-7.13
3.85,-3.02,-10.9,-1.61,1.13,0.435,-7.14
3.86,-3.04,-10.9,-1.61,1.04,0.455,-7.16
3.87,-3.06,-10.9,-1.6,0.949,0.466,-7.18
3.88,-3.08,-10.9,-1.6,0.86,0.465,-7.2
3.9,-3.1,-10.9,-1.59,0.766,0.452,-7.23
3.91,-3.12,-10.8,-1.59,0.671,0.427,-7.25
3.92,-3.14,-10.8,-1.58,0.577,0.389,-7.27
3.94,-3.17,-10.8,-1.58,0.482,0.338,-7.29
3.95,-3.18,-10.8,-1.57,0.395,0.279,-7.3
3.96,-3.2,-10.8,-1.57,0.308,0.208,-7.31
3.97,-3.22,-10.8,-1.57,0.221,0.124,-7.3
3.98,-3.24,-10.8,-1.57,0.134,0.0288,-7.29
3.99,-3.26,-10.8,-1.57,0.0515,-0.0737,-7.27
4.01,-3.28,-10.8,-1.57,-0.0307,-0.188,-7.24
4.02,-3.29,-10.8,-1.57,-0.112,-0.313,-7.21
4.03,-3.31,-10.8,-1.58,-0.194,-0.451,-7.16
4.04,-3.33,-10.8,-1.58,-0.277,-0.605,-7.1
4.05,-3.35,-10.8,-1.59,-0.359,-0.772,-7.02
4.06,-3.37,-10.8,-1.6,-0.441,-0.951,-6.94
4.07,-3.39,-10.8,-1.61,-0.521,-1.14,-6.84
4.09,-3.41,-10.8,-1.63,-0.606,-1.36,-6.71
4.1,-3.43,-10.8,-1.65,-0.69,-1.6,-6.57
4.11,-3.45,-10.9,-1.67,-0.772,-1.85,-6.41
4.13,-3.47,-10.9,-1.69,-0.851,-2.11,-6.22
4.14,-3.49,-10.9,-1.72,-0.935,-2.41,-6
4.15,-3.52,-10.9,-1.76,-1.01,-2.72,-5.76
4.17,-3.54,-10.9,-1.8,-1.09,-3.05,-5.48
4.18,-3.56,-10.9,-1.84,-1.16,-3.39,-5.18
4.19,-3.58,-10.9,-1.88,-1.22,-3.67,-4.92
4.2,-3.61,-11,-1.92,-1.27,-3.97,-4.63
4.21,-3.63,-11,-1.97,-1.32,-4.27,-4.32
4.22,-3.65,-11,-2.02,-1.37,-4.58,-3.99
4.23,-3.67,-11,-2.07,-1.41,-4.88,-3.65
4.25,-3.69,-11,-2.12,-1.44,-5.19,-3.29
4.26,-3.72,-11,-2.18,-1.48,-5.5,-2.9
4.27,-3.74,-11,-2.23,-1.51,-5.82,-2.49
4.28,-3.76,-11.1,-2.29,-1.53,-6.12,-2.08
4.29,-3.78,-11.1,-2.35,-1.55,-6.43,-1.65
4.3,-3.81,-11.1,-2.42,-1.56,-6.74,-1.19
4.3,-3.83,-11.1,-2.49,-1.57,-7.06,-0.7
4.31,-3.85,-11.1,-2.55,-1.57,-7.36,-0.22
4.32,-3.88,-11.1,-2.62,-1.57,-7.67,0.287
4.33,-3.9,-11.1,-2.69,-1.57,-7.99,0.822
4.34,-3.93,-11.2,-2.77,-1.56,-8.31,1.38
4.35,-3.95,-11.2,-2.84,-1.54,-8.63,1.96
4.36,-3.98,-11.2,-2.92,-1.52,-8.95,2.55
4.37,-4,-11.2,-3,-1.5,-9.29,3.18
4.38,-4.03,-11.2,-3.08,-1.47,-9.63,3.84
4.38,-4.05,-11.2,-3.15,-1.44,-9.92,4.4
4.39,-4.07,-11.2,-3.22,-1.41,-10.2,4.97
4.4,-4.1,-11.2,-3.29,-1.37,-10.5,5.57
4.4,-4.12,-11.3,-3.37,-1.33,-10.8,6.19
4.41,-4.14,-11.3,-3.43,-1.29,-11.1,6.74
4.42,-4.16,-11.3,-3.5,-1.24,-11.4,7.3
4.42,-4.18,-11.3,-3.57,-1.2,-11.7,7.88
4.43,-4.2,-11.3,-3.64,-1.15,-12,8.48
4.43,-4.22,-11.3,-3.71,-1.1,-12.3,9.01
4.44,-4.24,-11.3,-3.77,-1.05,-12.6,9.56
4.44,-4.26,-11.3,-3.84,-1,-12.9,10.1
4.45,-4.28,-11.3,-3.91,-0.948,-13.2,10.7
4.45,-4.3,-11.3,-3.97,-0.898,-13.4,11.2
4.46,-4.32,-11.3,-4.03,-0.844,-13.7,11.7
4.46,-4.34,-11.3,-4.1,-0.789,-14,12.2
4.47,-4.36,-11.3,-4.16,-0.731,-14.3,12.7
4.47,-4.38,-11.3,-4.22,-0.677,-14.6,13.2
4.48,-4.39,-11.3,-4.29,-0.621,-14.9,13.7
4.48,-4.41,-11.3,-4.35,-0.563,-15.2,14.1
4.49,-4.43,-11.3,-4.41,-0.503,-15.4,14.6
4.49,-4.45,-11.3,-4.47,-0.446,-15.7,15
4.49,-4.46,-11.3,-4.53,-0.387,-16,15.4
4.5,-4.48,-11.3,-4.6,-0.326,-16.2,15.8
4.5,-4.5,-11.3,-4.66,-0.264,-16.5,16.2
4.5,-4.52,-11.3,-4.72,-0.204,-16.7,16.5
4.51,-4.53,-11.3,-4.78,-0.142,-17,16.8
4.51,-4.55,-11.3,-4.85,-0.0797,-17.2,17.1
4.52,-4.57,-11.3,-4.91,-0.016,-17.4,17.4
4.52,-4.59,-11.3,-4.97,0.047,-17.6,17.6
4.52,-4.61,-11.3,-5.04,0.111,-17.7,17.7
4.53,-4.62,-11.3,-5.1,0.175,-17.9,17.8
4.53,-4.64,-11.3,-5.17,0.239,-18,17.9
4.53,-4.66,-11.3,-5.23,0.306,-18.1,17.9
4.54,-4.68,-11.3,-5.3,0.373,-18.1,17.7
4.54,-4.7,-11.3,-5.37,0.44,-18.1,17.5
4.54,-4.72,-11.3,-5.44,0.505,-18,17.2
4.55,-4.74,-11.3,-5.5,0.562,-17.9,16.8
4.55,-4.76,-11.3,-5.56,0.617,-17.7,16.4
4.55,-4.78,-11.3,-5.61,0.67,-17.5,15.8
4.56,-4.8,-11.3,-5.67,0.722,-17.1,15.1
4.56,-4.82,-11.3,-5.73,0.77,-16.8,14.2
4.56,-4.83,-11.3,-5.78,0.816,-16.3,13.3
4.57,-4.85,-11.3,-5.84,0.859,-15.8,12.2
4.57,-4.87,-11.3,-5.89,0.897,-15.2,11
4.57,-4.89,-11.3,-5.93,0.926,-14.6,9.92
4.58,-4.91,-11.3,-5.97,0.951,-14,8.75
4.58,-4.92,-11.3,-6,0.973,-13.4,7.51
4.58,-4.94,-11.3,-6.04,0.991,-12.7,6.18
4.58,-4.95,-11.3,-6.07,1.01,-12,4.88
4.59,-4.97,-11.3,-6.1,1.02,-11.3,3.52
4.59,-4.98,-11.3,-6.13,1.02,-10.5,2.11
4.59,-5,-11.3,-6.15,1.03,-9.73,0.65
4.6,-5.02,-11.3,-6.18,1.03,-8.9,-0.901
4.6,-5.03,-11.3,-6.2,1.02,-8.05,-2.49
4.6,-5.05,-11.3,-6.22,1.01,-7.18,-4.1
4.6,-5.06,-11.3,-6.24,1,-6.31,-5.72
4.61,-5.08,-11.3,-6.25,0.979,-5.24,-7.72
4.61,-5.1,-11.3,-6.27,0.951,-4.18,-9.71
4.61,-5.12,-11.3,-6.28,0.917,-3.14,-11.7
4.62,-5.14,-11.3,-6.29,0.877,-2.12,-13.6
4.62,-5.16,-11.3,-6.29,0.836,-1.25,-15.3
4.62,-5.18,-11.3,-6.3,0.791,-0.413,-16.9
4.62,-5.2,-11.3,-6.3,0.742,0.391,-18.4
4.63,-5.21,-11.3,-6.29,0.688,1.16,-19.9
4.63,-5.23,-11.3,-6.29,0.637,1.79,-21.2
4.63,-5.25,-11.3,-6.29,0.584,2.4,-22.4
4.63,-5.26,-11.3,-6.28,0.527,2.97,-23.6
4.64,-5.28,-11.3,-6.27,0.468,3.51,-24.7
4.64,-5.29,-11.3,-6.26,0.407,4.01,-25.7
4.64,-5.31,-11.3,-6.25,0.344,4.48,-26.7
4.64,-5.32,-11.3,-6.24,0.278,4.92,-27.6
4.65,-5.34,-11.3,-6.23,0.21,5.33,-28.5
4.65,-5.35,-11.2,-6.21,0.138,5.72,-29.3
4.65,-5.37,-11.2,-6.2,0.0643,6.09,-30.1
4.65,-5.38,-11.2,-6.18,-0.0115,6.42,-30.8
4.66,-5.4,-11.2,-6.17,-0.0891,6.73,-31.5
4.66,-5.41,-11.2,-6.15,-0.173,7.04,-32.2
4.66,-5.43,-11.3,-6.13,-0.259,7.32,-32.8
4.66,-5.45,-11.3,-6.11,-0.347,7.59,-33.4
4.67,-5.46,-11.3,-6.09,-0.435,7.83,-34
4.67,-5.48,-11.3,-6.07,-0.534,8.07,-34.5
4.67,-5.5,-11.3,-6.04,-0.635,8.3,-35
4.68,-5.52,-11.3,-6.02,-0.736,8.52,-35.4
4.68,-5.53,-11.3,-5.99,-0.839,8.72,-35.8
4.68,-5.55,-11.3,-5.97,-0.957,8.94,-36.3
4.68,-5.57,-11.3,-5.94,-1.08,9.15,-36.6
4.69,-5.59,-11.3,-5.91,-1.2,9.36,-37
4.69,-5.61,-11.3,-5.87,-1.32,9.56,-37.3
4.7,-5.64,-11.3,-5.83,-1.48,9.83,-37.6
4.7,-5.66,-11.3,-5.79,-1.64,10.1,-37.9
4.7,-5.69,-11.3,-5.75,-1.81,10.4,-38.1
4.71,-5.71,-11.3,-5.7,-1.97,10.7,-38.3
4.71,-5.74,-11.3,-5.64,-2.18,11.1,-38.5
4.72,-5.77,-11.3,-5.58,-2.38,11.5,-38.6
4.72,-5.8,-11.3,-5.52,-2.59,11.9,-38.7
4.73,-5.83,-11.4,-5.45,-2.8,12.4,-38.7
4.73,-5.86,-11.4,-5.39,-2.98,12.9,-38.7
4.74,-5.88,-11.4,-5.33,-3.17,13.4,-38.6
4.74,-5.91,-11.4,-5.26,-3.35,13.9,-38.5
4.75,-5.93,-11.4,-5.2,-3.54,14.5,-38.4
4.75,-5.96,-11.4,-5.13,-3.71,15.1,-38.3
4.76,-5.98,-11.4,-5.06,-3.89,15.7,-38.2
4.76,-6,-11.5,-4.99,-4.06,16.3,-38
4.77,-6.02,-11.5,-4.91,-4.24,16.9,-37.8
4.77,-6.05,-11.5,-4.83,-4.4,17.6,-37.7
4.78,-6.07,-11.5,-4.75,-4.57,18.3,-37.5
4.78,-6.09,-11.5,-4.67,-4.74,19,-37.3
4.79,-6.11,-11.6,-4.58,-4.9,19.7,-37
4.79,-6.13,-11.6,-4.5,-5.06,20.4,-36.8
4.79,-6.15,-11.6,-4.41,-5.22,21.1,-36.6
4.8,-6.17,-11.6,-4.31,-5.38,21.9,-36.4
4.8,-6.19,-11.7,-4.22,-5.54,22.6,-36.2
4.81,-6.2,-11.7,-4.12,-5.7,23.4,-36
4.81,-6.22,-11.7,-4.02,-5.85,24.1,-35.8
4.82,-6.24,-11.7,-3.91,-6,24.9,-35.7
4.82,-6.25,-11.8,-3.8,-6.15,25.6,-35.5
4.82,-6.27,-11.8,-3.7,-6.3,26.4,-35.4
4.83,-6.28,-11.8,-3.59,-6.44,27.1,-35.2
4.83,-6.3,-11.8,-3.47,-6.59,27.8,-35.1
4.84,-6.31,-11.9,-3.36,-6.73,28.5,-35
4.84,-6.33,-11.9,-3.25,-6.87,29.1,-35
4.84,-6.34,-11.9,-3.13,-7,29.7,-34.9
4.85,-6.35,-11.9,-3.01,-7.14,30.3,-34.9
4.85,-6.36,-12,-2.89,-7.28,30.9,-34.9
4.86,-6.37,-12,-2.78,-7.41,31.4,-34.9
4.86,-6.38,-12,-2.66,-7.54,31.9,-34.9
4.86,-6.39,-12.1,-2.54,-7.67,32.3,-34.8
4.87,-6.4,-12.1,-2.42,-7.8,32.7,-34.8
4.87,-6.41,-12.1,-2.3,-7.93,33,-34.8
4.87,-6.42,-12.1,-2.18,-8.05,33.2,-34.7
4.88,-6.43,-12.2,-2.06,-8.18,33.4,-34.6
4.88,-6.43,-12.2,-1.93,-8.3,33.4,-34.4
4.89,-6.44,-12.2,-1.81,-8.43,33.3,-34.2
4.89,-6.45,-12.3,-1.69,-8.56,33.1,-33.8
4.89,-6.45,-12.3,-1.57,-8.68,32.8,-33.3
4.9,-6.46,-12.3,-1.45,-8.8,32.2,-32.6
4.9,-6.46,-12.4,-1.36,-8.89,31.7,-32
4.9,-6.47,-12.4,-1.27,-8.98,31,-31.3
4.9,-6.47,-12.4,-1.18,-9.07,30.1,-30.4
4.91,-6.47,-12.4,-1.1,-9.15,29.2,-29.3
4.91,-6.48,-12.5,-1.02,-9.24,28,-28.1
4.91,-6.48,-12.5,-0.939,-9.31,26.7,-26.8
4.92,-6.48,-12.5,-0.866,-9.39,25.3,-25.2
4.92,-6.48,-12.5,-0.797,-9.45,23.6,-23.4
4.92,-6.49,-12.6,-0.744,-9.51,22.1,-21.9
4.92,-6.49,-12.6,-0.696,-9.55,20.6,-20.2
4.93,-6.49,-12.6,-0.651,-9.6,18.9,-18.4
4.93,-6.49,-12.6,-0.61,-9.64,17.1,-16.4
4.93,-6.49,-12.6,-0.575,-9.67,15.4,-14.5
4.93,-6.49,-12.7,-0.545,-9.7,13.5,-12.5
4.93,-6.49,-12.7,-0.518,-9.72,11.6,-10.5
4.94,-6.49,-12.7,-0.495,-9.74,9.69,-8.33
4.94,-6.5,-12.7,-0.476,-9.76,7.54,-5.98
4.94,-6.5,-12.7,-0.461,-9.77,5.35,-3.57
4.94,-6.5,-12.8,-0.452,-9.78,3.13,-1.14
4.95,-6.5,-12.8,-0.447,-9.78,0.906,1.3
4.95,-6.5,-12.8,-0.447,-9.77,-0.966,3.36
4.95,-6.5,-12.8,-0.451,-9.76,-2.82,5.39
4.95,-6.5,-12.8,-0.458,-9.75,-4.66,7.4
4.95,-6.5,-12.9,-0.469,-9.73,-6.45,9.36
4.96,-6.5,-12.9,-0.483,-9.71,-8.21,11.3
4.96,-6.5,-12.9,-0.5,-9.69,-9.91,13.1
4.96,-6.51,-12.9,-0.521,-9.66,-11.6,14.9
4.96,-6.51,-12.9,-0.544,-9.63,-13.1,16.6
4.96,-6.51,-13,-0.57,-9.6,-14.6,18.2
4.96,-6.51,-13,-0.599,-9.57,-16,19.7
4.97,-6.51,-13,-0.63,-9.53,-17.3,21.2
4.97,-6.51,-13,-0.664,-9.49,-18.6,22.5
4.97,-6.51,-13,-0.699,-9.44,-19.8,23.7
4.97,-6.51,-13,-0.736,-9.4,-20.8,24.9
4.97,-6.51,-13.1,-0.776,-9.35,-21.8,25.9
4.98,-6.52,-13.1,-0.817,-9.3,-22.8,26.9
4.98,-6.52,-13.1,-0.861,-9.25,-23.7,27.8
4.98,-6.52,-13.1,-0.906,-9.2,-24.5,28.6
4.98,-6.52,-13.1,-0.953,-9.14,-25.2,29.4
4.98,-6.52,-13.2,-1,-9.09,-25.9,30.1
4.99,-6.53,-13.2,-1.05,-9.03,-26.5,30.7
4.99,-6.53,-13.2,-1.11,-8.97,-27,31.3
4.99,-6.53,-13.2,-1.16,-8.9,-27.5,31.8
4.99,-6.53,-13.2,-1.22,-8.84,-27.9,32.2
4.99,-6.53,-13.2,-1.28,-8.76,-28.3,32.6
5,-6.54,-13.3,-1.35,-8.69,-28.6,32.9
5,-6.54,-13.3,-1.41,-8.61,-28.9,33.2
5,-6.54,-13.3,-1.48,-8.53,-29,33.4
5,-6.55,-13.3,-1.56,-8.44,-29.2,33.6
5.01,-6.55,-13.4,-1.64,-8.35,-29.2,33.7
5.01,-6.56,-13.4,-1.73,-8.25,-29.2,33.7
5.01,-6.56,-13.4,-1.81,-8.16,-29.1,33.8
5.02,-6.57,-13.4,-1.93,-8.02,-28.9,33.7
5.02,-6.58,-13.5,-2.05,-7.88,-28.6,33.6
5.02,-6.59,-13.5,-2.17,-7.73,-28.1,33.4
5.03,-6.6,-13.5,-2.29,-7.59,-27.7,33.2
5.03,-6.61,-13.6,-2.39,-7.47,-27.2,33
5.04,-6.62,-13.6,-2.49,-7.35,-26.6,32.9
5.04,-6.62,-13.6,-2.59,-7.22,-26.1,32.7
5.04,-6.63,-13.6,-2.69,-7.1,-25.5,32.5
5.05,-6.64,-13.7,-2.78,-6.98,-24.9,32.3
5.05,-6.66,-13.7,-2.87,-6.86,-24.3,32.2
5.05,-6.67,-13.7,-2.96,-6.74,-23.7,32
5.06,-6.68,-13.7,-3.05,-6.62,-23,31.9
5.06,-6.69,-13.8,-3.13,-6.5,-22.3,31.8
5.07,-6.7,-13.8,-3.22,-6.38,-21.7,31.7
5.07,-6.71,-13.8,-3.3,-6.25,-21,31.6
5.07,-6.73,-13.8,-3.38,-6.13,-20.3,31.5
5.08,-6.74,-13.9,-3.46,-6,-19.6,31.4
5.08,-6.76,-13.9,-3.54,-5.87,-18.9,31.4
5.09,-6.77,-13.9,-3.62,-5.75,-18.1,31.3
5.09,-6.79,-13.9,-3.69,-5.62,-17.4,31.3
5.09,-6.8,-14,-3.76,-5.48,-16.7,31.2
5.1,-6.82,-14,-3.84,-5.35,-16,31.2
5.1,-6.83,-14,-3.9,-5.21,-15.2,31.1
5.11,-6.85,-14,-3.97,-5.08,-14.5,31.1
5.11,-6.87,-14.1,-4.03,-4.94,-13.8,31.1
5.12,-6.89,-14.1,-4.09,-4.8,-13.1,31
5.12,-6.91,-14.1,-4.15,-4.65,-12.3,31
5.13,-6.93,-14.1,-4.21,-4.51,-11.7,30.9
5.13,-6.95,-14.1,-4.26,-4.36,-10.9,30.8
5.14,-6.97,-14.2,-4.31,-4.21,-10.3,30.8
5.14,-6.99,-14.2,-4.36,-4.06,-9.59,30.7
5.15,-7.01,-14.2,-4.4,-3.92,-8.95,30.6
5.15,-7.03,-14.2,-4.45,-3.76,-8.29,30.5
5.16,-7.06,-14.2,-4.49,-3.6,-7.66,30.3
5.16,-7.08,-14.3,-4.53,-3.44,-7.06,30.1
5.17,-7.1,-14.3,-4.56,-3.29,-6.48,30
5.17,-7.13,-14.3,-4.6,-3.12,-5.89,29.7
5.18,-7.15,-14.3,-4.63,-2.95,-5.33,29.5
5.18,-7.18,-14.3,-4.66,-2.79,-4.8,29.2
5.19,-7.21,-14.3,-4.68,-2.62,-4.31,28.9
5.19,-7.24,-14.4,-4.71,-2.44,-3.8,28.6
5.2,-7.27,-14.4,-4.73,-2.27,-3.32,28.2
5.21,-7.3,-14.4,-4.75,-2.09,-2.88,27.8
5.21,-7.33,-14.4,-4.77,-1.92,-2.48,27.4
5.22,-7.36,-14.4,-4.79,-1.72,-2.03,26.8
5.23,-7.4,-14.4,-4.8,-1.52,-1.62,26.2
5.24,-7.43,-14.4,-4.81,-1.33,-1.25,25.5
5.24,-7.47,-14.4,-4.82,-1.14,-0.896,24.8
5.25,-7.49,-14.4,-4.82,-1.02,-0.686,24.4
5.25,-7.51,-14.5,-4.82,-0.91,-0.481,23.9
5.26,-7.54,-14.5,-4.83,-0.8,-0.279,23.4
5.26,-7.56,-14.5,-4.83,-0.692,-0.0773,22.9
5.27,-7.58,-14.5,-4.83,-0.587,0.126,22.3
5.27,-7.6,-14.5,-4.83,-0.484,0.332,21.7
5.28,-7.63,-14.5,-4.82,-0.385,0.545,21.1
5.28,-7.65,-14.5,-4.82,-0.288,0.767,20.5
5.28,-7.67,-14.5,-4.82,-0.202,0.978,19.9
5.29,-7.69,-14.5,-4.81,-0.118,1.2,19.3
5.29,-7.71,-14.5,-4.81,-0.0374,1.44,18.6
5.3,-7.73,-14.5,-4.8,0.0405,1.68,17.9
5.3,-7.75,-14.5,-4.79,0.112,1.94,17.2
5.31,-7.77,-14.5,-4.78,0.181,2.2,16.5
5.31,-7.79,-14.5,-4.77,0.247,2.49,15.8
5.31,-7.81,-14.5,-4.76,0.309,2.78,15
5.32,-7.83,-14.5,-4.75,0.368,3.1,14.2
5.32,-7.85,-14.5,-4.74,0.424,3.43,13.4
5.33,-7.87,-14.5,-4.72,0.476,3.77,12.6
5.33,-7.88,-14.5,-4.71,0.525,4.13,11.8
5.33,-7.9,-14.5,-4.69,0.574,4.52,10.8
5.34,-7.92,-14.5,-4.67,0.618,4.93,9.9
5.34,-7.94,-14.5,-4.65,0.658,5.35,8.94
5.35,-7.96,-14.5,-4.62,0.694,5.78,7.98
5.35,-7.98,-14.4,-4.6,0.722,6.16,7.15
5.35,-8,-14.4,-4.58,0.747,6.54,6.32
5.36,-8.02,-14.4,-4.55,0.769,6.91,5.49
5.36,-8.03,-14.4,-4.53,0.788,7.29,4.68
5.37,-8.05,-14.4,-4.5,0.804,7.65,3.88
5.37,-8.07,-14.4,-4.47,0.816,8.01,3.1
5.37,-8.08,-14.4,-4.44,0.827,8.35,2.35
5.38,-8.1,-14.4,-4.41,0.834,8.68,1.62
5.38,-8.11,-14.4,-4.38,0.838,8.98,0.961
5.38,-8.13,-14.4,-4.35,0.841,9.26,0.332
5.39,-8.14,-14.4,-4.31,0.841,9.53,-0.263
5.39,-8.16,-14.4,-4.28,0.839,9.77,-0.823
5.39,-8.17,-14.4,-4.25,0.835,9.98,-1.32
5.4,-8.19,-14.4,-4.21,0.83,10.2,-1.79
5.4,-8.2,-14.4,-4.18,0.823,10.3,-2.22
5.4,-8.22,-14.4,-4.14,0.815,10.5,-2.61
5.41,-8.23,-14.4,-4.11,0.806,10.6,-2.97
5.41,-8.24,-14.4,-4.07,0.795,10.7,-3.29
5.41,-8.26,-14.4,-4.03,0.783,10.8,-3.58
5.42,-8.27,-14.4,-4,0.771,10.9,-3.82
5.42,-8.29,-14.4,-3.96,0.757,10.9,-4.05
5.43,-8.3,-14.4,-3.92,0.742,11,-4.24
5.43,-8.31,-14.4,-3.88,0.726,11,-4.39
5.43,-8.33,-14.4,-3.84,0.71,11,-4.5
5.44,-8.34,-14.4,-3.8,0.692,10.9,-4.6
5.44,-8.36,-14.4,-3.75,0.674,10.9,-4.65
5.44,-8.37,-14.4,-3.71,0.656,10.8,-4.68
5.45,-8.39,-14.4,-3.67,0.637,10.7,-4.67
5.45,-8.4,-14.4,-3.62,0.616,10.6,-4.63
5.46,-8.42,-14.4,-3.57,0.594,10.5,-4.55
5.46,-8.44,-14.4,-3.52,0.573,10.3,-4.44
5.47,-8.45,-14.4,-3.47,0.553,10.2,-4.31
5.47,-8.47,-14.4,-3.42,0.529,9.94,-4.11
5.48,-8.49,-14.4,-3.36,0.507,9.7,-3.89
5.48,-8.51,-14.4,-3.31,0.485,9.46,-3.65
5.49,-8.53,-14.4,-3.25,0.465,9.21,-3.39
5.49,-8.55,-14.3,-3.2,0.447,8.96,-3.11
5.5,-8.57,-14.3,-3.15,0.43,8.71,-2.83
5.51,-8.58,-14.3,-3.1,0.415,8.45,-2.54
5.51,-8.6,-14.3,-3.06,0.401,8.2,-2.25
5.52,-8.62,-14.3,-3.01,0.39,7.96,-1.97
5.52,-8.63,-14.3,-2.97,0.381,7.73,-1.7
5.53,-8.65,-14.3,-2.93,0.373,7.51,-1.43
5.53,-8.66,-14.3,-2.9,0.366,7.29,-1.17
5.54,-8.68,-14.3,-2.86,0.36,7.06,-0.897
5.54,-8.69,-14.3,-2.82,0.356,6.84,-0.631
5.55,-8.71,-14.3,-2.78,0.354,6.62,-0.37
5.55,-8.72,-14.3,-2.75,0.352,6.41,-0.114
5.56,-8.74,-14.3,-2.71,0.352,6.2,0.149
5.57,-8.75,-14.3,-2.68,0.354,5.99,0.405
5.57,-8.77,-14.3,-2.65,0.357,5.78,0.654
5.58,-8.78,-14.3,-2.61,0.361,5.59,0.896
5.58,-8.8,-14.3,-2.58,0.367,5.38,1.14
5.59,-8.81,-14.3,-2.55,0.375,5.18,1.39
5.59,-8.83,-14.3,-2.52,0.384,4.99,1.62
5.6,-8.84,-14.3,-2.49,0.394,4.81,1.84
5.61,-8.86,-14.3,-2.46,0.407,4.62,2.07
5.61,-8.87,-14.3,-2.43,0.421,4.44,2.29
5.62,-8.89,-14.3,-2.4,0.436,4.26,2.5
5.63,-8.91,-14.3,-2.38,0.453,4.09,2.71
5.63,-8.92,-14.3,-2.35,0.472,3.92,2.91
5.64,-8.94,-14.3,-2.32,0.493,3.75,3.11
5.65,-8.95,-14.3,-2.3,0.515,3.59,3.3
5.65,-8.97,-14.3,-2.27,0.538,3.44,3.48
5.66,-8.99,-14.3,-2.25,0.564,3.29,3.66
5.67,-9,-14.3,-2.23,0.592,3.15,3.84
5.68,-9.02,-14.3,-2.2,0.62,3.01,4
5.68,-9.03,-14.3,-2.18,0.65,2.88,4.16
5.69,-9.05,-14.3,-2.16,0.683,2.75,4.31
5.7,-9.07,-14.3,-2.14,0.718,2.63,4.46
5.71,-9.09,-14.3,-2.12,0.753,2.51,4.6
5.71,-9.1,-14.2,-2.1,0.79,2.41,4.73
5.72,-9.12,-14.2,-2.08,0.83,2.31,4.87
5.73,-9.14,-14.2,-2.06,0.871,2.21,4.99
5.74,-9.15,-14.2,-2.04,0.913,2.12,5.11
5.75,-9.17,-14.2,-2.03,0.956,2.05,5.22
5.76,-9.19,-14.2,-2.01,1,1.97,5.34
5.77,-9.21,-14.2,-1.99,1.05,1.91,5.45
5.77,-9.22,-14.2,-1.97,1.1,1.85,5.56
5.78,-9.24,-14.2,-1.96,1.15,1.8,5.66
